actor_name,birth_year,known_for,actor_role,actor_awards
Ismi Melinda,none,"Satria Dewa: Gatotkaca, Marni: The Story of Wewe Gombel",Reparto,None
Amanda Rigby,none,"Marni: The Story of Wewe Gombel, Survive",Reparto,None
Hannah Al Rashid,1986,"Aruna & Lidahnya, Buffalo Boys",Reparto,"British Horror Film Festival, UK, Festival Film Indonesia"
Athar Barakbah,none,"Berbalas Kejam, Mukidi",Reparto,None
Reza Hilman,none,"Asura, Mat Kilau: Kebangkitan Pahlawan","Reparto,  Equipos adicionales,  Especialistas",Maya Awards
Austin Bell,none,Brofessors,Reparto,None
Brenley Buster,none,Brofessors,Reparto,None
Liam Galegher,none,"Brofessors, The Brofessors 2: Inverse",Reparto,None
Emri Heimbach,none,Brofessors,Reparto,None
Hanan Heimbach,none,"The Brofessors 2: Inverse, ""The Infinitys""",Reparto,None
Charissa Chenoweth,none,,Reparto,None
Colton Urquhart,none,"Black Curls, Monte Carlo","Dirección,  Guion,  Dirección de fotografía y cámara",None
Mark Kummer,none,,Reparto,None
Brody Allyn,none,The Legion of Hope,Reparto,None
Anthony Tisdale,none,,Reparto,None
Dre Blue,none,,"Reparto,  Cámara y electricidad",None
Cameron Brown,none,,Reparto,None
Christopher Brown,none,,Reparto,None
Cherish Coar,none,A Silly Game,Reparto,None
Robert Definne Dorsey,none,"Down to Come Up, ""Sip N Tale""","Producción,  Dirección,  Edición",None
Bo Yuen Chan,none,"Zhong zhuang zhan jing, Ngo wo geun see yau gor yue wui III","Reparto,  Equipos adicionales",None
Jeana Ho,none,"Raging Fire, Detective vs Sleuths",Reparto,None
Junjia Hong,none,"Pai bao shou, Jiang hu shui",Reparto,None
Samuel Ku,none,"Somewhere Over the Sky, Temptations from the Doll",Reparto,"Golden Bell Awards, Taiwan, Madrid International Film Festival, ES"
Chi-Sing Lam,none,"Qi qin qi zong qi se lang, Re lang qiu ai zhan",Reparto,None
Fiona Dorn,none,"La casa alemana, Bikers vs Werewolves","Reparto,  Producción",IndieX Film Festival
Gina Vitori,1993,"9-1-1, Magnum","Reparto,  Producción",Sherman Oaks Film Festival
Sunny Tellone,none,"Raze, Snow White and the Seven Samurai","Animación,  Reparto,  Especialistas",None
Quinton 'Rampage' Jackson,1978,"El vagón de la muerte, Muere otra vez","Reparto,  Producción",None
Eric Roberts,1956,"Puro vicio, El caballero oscuro","Reparto,  Producción,  Banda sonora","Academy Awards, USA, Bare Bones International Film & Music Festival"
Avar Aziz,none,,Reparto,None
Carlos Clark,none,"Remorseful Sins, A Lonely Place to Die","Reparto,  Dirección,  Producción",None
Cameron Cottrell,none,"Queen of Kings, A Lonely Place to Die","Reparto,  Guion,  Equipo ejecutivo",None
Stephanie Crawford,none,"The Ugly Truth, Rotten",Reparto,None
Jasmine Crossley,none,,Reparto,None
Saranya Krishnan,none,Pakal Iravu,Reparto,None
Maja Sandhya,none,"Kirkkan, Nayattu",Reparto,None
Athira Sasidharan,none,Thenmozhi,Reparto,None
Praveen Varier,none,,Reparto,None
Nikita Bharadwaj,none,"Badalteh Rishte, Khoda Hostel Nikla Ladka",Reparto,None
Rinku Bharti,none,"Rang De Basanti, Pratighat",Reparto,None
Amitabh Bhattacharjee,none,"""Red Olienders Roktokorobi"", Subarnalata","Dirección,  Reparto,  Guion",None
Samarth Chaturvedi,none,"Cocktail: The Deadly Combination, Dance Dosti Aur Ishqool",Reparto,None
Surya Dwivedi,none,"Karnan Napoleon Bhagat Singh, Rang De Basanti",Reparto,None
Oh Dae-hwan,1979,"Virus, Pigoin",Reparto,"Chunsa Film Art Awards, SBS Drama Awards"
Kim Jeong-tae,1972,"Miss Ripley, Gan-gi-nam",Reparto,Korea Drama Awards
Choi Joon-woo,none,"Bigseullib, Heuteojin Bam",Reparto,None
Ji Seung-hyun,1981,,Reparto,Baek Sang Art Awards
Aytl Jensen,none,"Si loin, si proche 2, SI loin, si proche","Reparto,  Dirección,  Guion",None
Sofia Yassin,none,"Basra, Taht Al Saytara",Reparto,None
Nasser Eid,none,"Ard Al Nefaq, Raya wa Sekina",Reparto,None
Magdi Shaker,none,,Reparto,None
Kadri Abou El Hol,none,Ma vie,Reparto,None
Mari Ala-Korpula,none,,Reparto,None
Joonas Auvinen,none,,Reparto,None
Henri Haikka,none,,Reparto,None
Virpi Haikka,none,,Reparto,None
Jukka Hakamaa,none,"Pientä laittoa, Bordertown",Reparto,None
Main Abdullah,none,Three Zero tow,Reparto,None
Sheikh Ali,none,Terrorism,"Dirección,  Reparto",None
Haroon,none,,Reparto,None
Hassan,none,,Reparto,None
Talha Jatt,none,,Reparto,None
Shashwat Gupta,none,"Los Angeles Fashion Week x FMC Runway Show, B-11",Reparto,None
Eli Holmes,none,"All Things Undone, Cineshots","Reparto,  Guion,  Dirección",None
Rita Kasnauskaite,none,,Reparto,None
Gabriela Kostadinova,none,,"Reparto,  Guion,  Dirección","Oniros Film Awards, Prague International Monthly Film Festival"
Alexander Kussovski,none,"Keep Going, The Proposal","Reparto,  Especialistas",None
Koko Divine Barno,none,,Reparto,None
Gail Taplin,none,"The Chelsea Cowboy, And Mrs",Reparto,None
Rodrig Andrisan,none,"The Creature from Epping Forest 2: Born to Be Wild, Tuned In","Reparto,  Dirección,  Guion","Bratislava International Film Festival, Top Indie Film Awards"
Mariana Ortigoza,none,,"Reparto,  Guion,  Dirección de fotografía y cámara",Kodaikanal International Film Festival
Elijah Akana,none,,Reparto,None
Malik Alatasi,none,Kaehukai the Red Sea,Reparto,None
Remedio Kawai Dabaluz,none,,Reparto,None
Shaelo Dalire-Na'auao,none,,Reparto,None
Duane DeSoto,none,"American Masters, Log: Redefine the Stereotype",Reparto,None
Mateo Bouzada,none,,"Reparto,  Dirección",None
Anouk Rivas,none,,Reparto,None
Angel Bouzada,none,,Reparto,None
Gustavo Lorenzo,none,,Reparto,None
Miguel Ramos,none,,Reparto,None
Karla Arredondo,none,"Mujer Azteca Episodio 3, Estudio en la Calle St. Jude","Producción,  Reparto,  Dirección",None
Pepé Castilleja,none,,Reparto,None
Cassandra Cruz,none,,Reparto,None
Mauricio De la Maza-Benignos,none,"Vacuidad, Diálogos de la muerte","Dirección,  Dirección de fotografía y cámara,  Edición","Depth of Field International Film Festival Competition, Top Indie Film Awards"
Brayan Duster,none,,Reparto,None
Sergiu Costache,none,"Life on Top, Umbre",Reparto,None
Bogdan Farcas,none,"El extraño, Clanul",Reparto,"Warsaw International Film Festival, Gopo Awards, Romania"
Alexandru Margineanu,none,"Die Reise mit Vater, La bani, la cap, la oase",Reparto,"Gopo Awards, Romania"
Constantin Puscasu,none,"Mangalita, Masa si cele 6ase umbre",Reparto,Tallinn Black Nights Film Festival
Florin Galan,none,"Contratado para Matar, Hackerville","Reparto,  Casting",None
Daniil Smolnikow,none,"Tayna Slendermena: Novyy koshmar, V.A.I.L.D.","Dirección,  Guion,  Producción",None
Timur Loginov,none,,None,None
Isabel Burskey,none,The Manson Sisters,Reparto,None
Marieann Real,none,"The Manson Sisters, Afterworld",Reparto,None
Ella Rouwen Chen,none,"Swallowtail & Dragonfly, Tranquil Waters, Boundless Skies","Reparto,  Producción,  Guion","Urbanworld Film Festival, USA Film Festival"
Mike Rao,none,"Take a Ride, Tranquil Waters, Boundless Skies","Producción,  Reparto",None
Travis Chang,none,"Tranquil Waters, Boundless Skies",Reparto,None
Harley Haibin Li,none,"Red Card, Marry to the West","Reparto,  Producción,  Arte","Berlin Independent Film Festival, DE"
Jonathan Carlander,none,"Puddle, The Neuro Brothers","Dirección,  Edición,  Reparto",None
Tarell Kota Bullock,none,"Bloody Daddy, Batman Beyond: Year One","Especialistas,  Reparto",None
Isabelle Du,none,"Hidden Gems, Stalker",Reparto,None
Selwyn Huqueriza,none,"Project H, The Protector","Reparto,  Especialistas,  Dirección de la segunda unidad o asistencia a dirección",None
Kevin Le,none,"Spider-Chan, Takeout","Especialistas,  Reparto","Urban Action Showcase And Expo, Indie Short Fest"
Ed Nathan Mecate,none,"The Blind Assassin, Immortal 65","Reparto,  Especialistas,  Cámara y electricidad",None
Yasmine Gzaiel,none,"Tomten och kvällen han försvann, Broken Promises - A Vengeance Story",Reparto,None
Daniel Hallin,none,"Black Hills, Snälla kriminella","Reparto,  Especialistas,  Producción","Independent Shorts Awards, Hollywood International Golden Age Festival"
Sabina Khamoshi,none,,Reparto,None
Nova Malmgren,none,Broken Promises - A Vengeance Story,Reparto,None
Kia Naumer,none,"Broken Promises - A Vengeance Story, Los hermanos detective - Hecho en China",Reparto,None
Blair Debra,none,"Tryouts, Pulsar","Reparto,  Guion,  Dirección de la segunda unidad o asistencia a dirección",None
Dominic Goggins-Rendón,none,"Tryouts, Pulsar","Sonido,  Reparto,  Dirección",None
Isabelle Stephen,1976,"Seduction of Evil, Orion x","Reparto,  Equipos adicionales,  Edición",None
Nikko Harris,none,"Love vs Logic, Nancy Drew","Reparto,  Guion",None
Tiffanie Sun,none,The Last Stand,Reparto,None
Rodrig Andrisan,none,"The Creature from Epping Forest 2: Born to Be Wild, Tuned In","Reparto,  Dirección,  Guion","Bratislava International Film Festival, Top Indie Film Awards"
Natalie Cameron Ward,none,"The Creature from Epping Forest 2: Born to Be Wild, Panties for Cinderella","Reparto,  Dirección de fotografía y cámara,  Maquillaje","Eastern Europe Film Festival, Tekka International Film Festival"
Afonso Mago,none,"Afonso Flash, O Assaltante Inexperiente",Reparto,None
Dinis Mago,none,"O Mistério do Vizinho Desaparecido, O Assaltante Inexperiente","Dirección,  Edición,  Reparto",None
Lanre Animashaun,none,"Black Powers, ""Jasons Letter""",Reparto,None
Mark Dasinger Jr.,none,"Archers, 007 - Codename: Bond",Reparto,None
Lorenzo Fontanella,none,,Reparto,None
Liam Fountain,1978,"Death Collector, Old Man Rockatansky","Reparto,  Especialistas,  Producción",None
Mario Rios,none,"Rogue Redemption, Blade Runner(s)","Reparto,  Producción",None
Preston Blaine Arsement,none,"PrestonCartoonz, Untitled Sony/Marvel Live Action","Guion,  Reparto,  Producción","""Kids Choice Awards, USA"""
Johnny Critz,none,"BEATING Video Games IN REAL LIFE!, I Beat Poppy Playtime in Real Life!","Reparto,  Producción",None
Isaiah Photo,none,,None,None
Emily Gin,none,"Flourish, Cedric",Reparto,None
Geordie Millar,none,"El callejón de las almas perdidas, Consequences","Reparto,  Arte",None
Donna Xia,none,,Reparto,None
Derrick Acosta,none,"The Frieza Saga in 5 Minutes, Metal Gear Solid in 5 Minutes","Reparto,  Guion,  Dirección","San Diego Film Awards, US, San Diego Film Week"
Shawn Chatfield,none,"Mega64 Time, Metal Gear Solid in 5 Minutes","Reparto,  Guion,  Producción",None
Tina Muñoz Pandya,none,"Fawx & Stallion, Unwell, a Midwestern Gothic Mystery",Reparto,None
Jesse Bhamrah,none,"Chicago Fire, Chhaya",Reparto,None
Rom Barkhordar,1965,"Monty, dedos largos, La balada del pequeño Jo","Reparto,  Arte,  Cámara y electricidad",None
Sarah Coakley Price,none,"The Vanishing Act, Chhaya",Reparto,None
Jordan Dell Harris,none,"The Civility of Albert Cashier, 4400",Reparto,None
Dustin Myklebust,none,"Reverse Flash: Origins, The Four Empires Legends: Golden Bears","Reparto,  Cámara y electricidad",None
Sean C. Swanson,none,"Arrow: Unlimited, The Four Empire Legends: Showdown","Dirección,  Reparto,  Edición",None
Kal Smith,none,"Senior Moment, Make My Nickelodeon Dreams Come True",Reparto,None
Aaron Vargas,none,"Mr Nightmare, On the Streets","Reparto,  Especialistas",None
McKenzie Fox,none,"S.T.U.D. The Movie, The Four Empires Legends: Golden Bears",Reparto,None
Michael David MacRae,none,"The Four Empire Legends: Showdown, The Four Empires Legends: Golden Bears","Reparto,  Guion,  Dirección",None
Dustin Myklebust,none,"Reverse Flash: Origins, The Four Empires Legends: Golden Bears","Reparto,  Cámara y electricidad",None
Jake Korrup,none,"The Four Empire Legends: Showdown, Side Projekt Podcast","Reparto,  Especialistas",None
Vanessa Rowen,none,,Reparto,None
John Paul Tieng,none,"Bloodline of the Grid, The Mean One","Reparto,  Especialistas,  Equipos adicionales",None
Dan Proctor,none,,Reparto,None
Don McCann,none,,Reparto,None
Daniel Fieldsend,none,,Reparto,None
George Jones,none,,Reparto,None
Jackie Taylor,none,,Reparto,None
Zack Barbour,none,,Reparto,None
Chaz Riddle,none,"Damaged Disciples, Bullet","Reparto,  Guion",None
Nicolas Couture,none,"Madre!, Polar","Especialistas,  Reparto,  Guion",None
Megan Saunders,none,Le Club,Reparto,None
Edson Carrera,none,,Reparto,None
Sébastien Rouleau,none,"X-Men: Fénix Oscura, Deadpool 2","Especialistas,  Reparto,  Equipos adicionales",Screen Actors Guild Awards
Dave Campbell,none,"Jack Ryan, Transplant","Reparto,  Especialistas",None
Michael Barnett,none,"Beginnings, The Grow",Reparto,None
Adra Bouren,none,"Birthright Outlaw, Ember","Equipos adicionales,  Reparto",None
Sarah Brunner,none,"Careful Not to Cry, A False Flag",Reparto,None
Rebekah Cook,none,"Christmas Grace, Polycarp","Reparto,  Guion y continuidad,  Casting",Christian Film Festival
Peyton Ebel,none,"Marca de vida, Ember","Reparto,  Equipos adicionales",None
Adam Habib Buratowski,none,"The Rain, Sebi","Reparto,  Especialistas,  Producción",None
Lennart Falk,none,,Reparto,None
Dan Kjærgaard,none,"Angst, Got Your Back","Reparto,  Guion,  Edición",None
Martin Marks,none,,Reparto,None
Joon Poore,none,,"Especialistas,  Reparto,  Edición",None
Jonty Ross,none,"Getting Lain, The Daddy Finding App","Guion,  Dirección,  Reparto","Fresh Film Festival, The Lift-Off Sessions"
Felan Becker,none,"A Beating, Mission Improbable","Reparto,  Guion,  Equipos adicionales",Fresh Film Festival
Kyle Galvin,none,"Mission Improbable, A Beating","Reparto,  Equipos adicionales,  Especialistas",Fresh Film Festival
Caspar Roewer,none,"The Slasher, Mission Improbable","Reparto,  Dirección,  Guion",Fresh Film Festival
David Will No,none,"Matrix Reloaded, Obi-Wan Kenobi","Especialistas,  Reparto,  Producción","Melbourne Underground Film Festival, Screen Actors Guild Awards"
Panuvat Anthony Nanakornpanom,none,"Tyler Rake, Vengadores: Infinity War","Especialistas,  Reparto,  Equipos adicionales","Screen Actors Guild Awards, Taurus World Stunt Awards"
Kristi Monson,none,"Magnum, Equipo Danger","Especialistas,  Reparto",None
Vonny Anggraini,none,"Darah Nyai, Perjalanan Pembuktian Cinta","Reparto,  Producción",None
Betet Kunamsinam,none,"Piknik Pesona, Iblis",Reparto,None
Mbeno Aji Putro,none,"Sandera, The Fiction Master","Reparto,  Dirección de fotografía y cámara",None
Nurus Cimcim,none,,Reparto,None
Acil Ageng,none,,Reparto,None
Vaibhav Arya,none,"Super Veer, Treasure Map","Reparto,  Dirección,  Edición",None
Pallavi Sharma,none,"Super Veer, Bloody Mary: Evil Returns","Reparto,  Producción",None
Reecha Sharma,none,"Bloody Mary: Evil Returns, Precious Stone","Reparto,  Guion,  Producción",None
Josh Foxon,none,"Virgin Wars: Bounty Hunters, Virgin Wars: Cazarrecompensas","Reparto,  Guion,  Producción",None
George Williams,none,"The Englishman, Panic in Peterborough: The Legend of Sleazy Steve","Reparto,  Dirección,  Guion",None
Jacob Fountain,none,"Virgin Wars: Bounty Hunters, Virgin Wars: Cazarrecompensas","Reparto,  Localización,  Guion",None
Andrew Grozier,none,,Reparto,None
George Grozier,none,"Virgin Wars: Bounty Hunters, The Best of the Lads 2021","Reparto,  Guion,  Producción",None
Waseem Ali,none,"Dorr, The Legend of Maula Jatt",Reparto,None
Kumail Gilani,none,,Reparto,None
Muhammad Mansoor,none,,"Dirección,  Reparto,  Guion",None
Bertan Berber,none,"The Grim Reaper, Roc Boyz: Sett Deg Ned","Especialistas,  Dirección,  Reparto",None
Noora Mäkelä,none,"Orion, The Grim Reaper","Reparto,  Especialistas,  Cámara y electricidad",None
Rasmus Ask,none,"Orion, Roc Boyz: Sett Deg Ned","Reparto,  Especialistas",None
Sol Carmela Bergerud Bjørnlena,none,Våre Små Liv,"Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Guion y continuidad",None
12yflecha,none,"Driver & Delivery, Flecha Squirrelzilla","Dirección,  Reparto,  Guion",None
Guillermo,none,,Reparto,None
Izzy,none,,Reparto,None
Zeb. Niebles,none,"Flecha Squirrelzilla, Driver & Delivery",Reparto,None
Trap Sanchez,none,"Flecha Squirrelzilla, Driver & Delivery",Reparto,None
